gene_name,old_annotation,GOs,pfams,signalP,TMHMM
LOC105247934,"dynein heavy chain 8, axonemal",GO:0003777|microtubule motor activity; GO:0005524|ATP binding; GO:0007018|microtubule-based movement; GO:0030286|dynein complex,"PF12774|Hydrolytic ATP binding site of dynein motor region; PF12775|P-loop containing dynein motor region; PF17857|AAA+ lid domain; PF12781|ATP-binding dynein motor region; PF18199|Dynein heavy chain C-terminal domain; PF08385|Dynein heavy chain, N-terminal region 1; PF17852|Dynein heavy chain AAA lid domain; PF18198|Dynein heavy chain AAA lid domain; PF12780|P-loop containing dynein motor region D4; PF03028|Dynein heavy chain region D6 P-loop domain; PF12777|Microtubule-binding stalk of dynein motor; PF08393|Dynein heavy chain, N-terminal region 2",0,0
LOC105247935,uncharacterized protein LOC105247935,NA,NA,0,0
LOC105247936,protein HGH1 homolog,NA,PF04063|Domain of unknown function (DUF383); PF04064|Domain of unknown function (DUF384),0,0
LOC105247937,uncharacterized protein LOC105247937,NA,NA,0,0
LOC105247939,phospholipase A-2-activating protein,GO:0043130|ubiquitin binding; GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process,"PF09070|PFU (PLAA family ubiquitin binding); PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF08324|PUL domain",0,0
LOC105247940,dual specificity protein phosphatase Mpk3,GO:0008138|protein tyrosine/serine/threonine phosphatase activity; GO:0016311|dephosphorylation,"PF00782|Dual specificity phosphatase, catalytic domain; PF00581|Rhodanese-like domain",0,0
LOC105247941,ATP-binding cassette sub-family G member 8 isoform X1,GO:0005524|ATP binding; GO:0016020|membrane; GO:0016887|ATPase activity,PF00005|ABC transporter; PF01061|ABC-2 type transporter,0,7
LOC105247942,ATP-binding cassette sub-family G member 5,GO:0005524|ATP binding; GO:0016020|membrane; GO:0016887|ATPase activity,PF00005|ABC transporter; PF01061|ABC-2 type transporter,0,6
LOC105247943,aminopeptidase N,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF01433|Peptidase family M1 domain; PF17900|Peptidase M1 N-terminal domain; PF11838|ERAP1-like C-terminal domain,1,1
LOC105247944,PDZ domain-containing protein GIPC3,GO:0005515|protein binding,PF00595|PDZ domain,0,0
LOC105247945,glucoside xylosyltransferase 1,"GO:0016757|transferase activity, transferring glycosyl groups",PF01501|Glycosyl transferase family 8,0,1
LOC105247946,uncharacterized protein LOC105247946,NA,NA,0,0
LOC105247947,kelch-like ECH-associated protein 1 isoform X1,GO:0005515|protein binding,PF01344|Kelch motif; PF01344|Kelch motif; PF01344|Kelch motif; PF01344|Kelch motif; PF01344|Kelch motif; PF00651|BTB/POZ domain; PF07707|BTB And C-terminal Kelch,0,0
LOC105247948,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",GO:0008410|CoA-transferase activity,PF01144|Coenzyme A transferase; PF01144|Coenzyme A transferase,0,0
LOC105247950,glucose dehydrogenase,"GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0050660|flavin adenine dinucleotide binding; GO:0055114|oxidation-reduction process",PF00732|GMC oxidoreductase; PF05199|GMC oxidoreductase,0,0
LOC105247951,aminopeptidase N-like,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF17900|Peptidase M1 N-terminal domain; PF11838|ERAP1-like C-terminal domain; PF01433|Peptidase family M1 domain,1,0
LOC105247953,histone-lysine N-methyltransferase SETMAR-like,NA,PF01359|Transposase (partial DDE domain); PF17906|HTH domain in Mos1 transposase,0,0
LOC105247954,guanine nucleotide exchange factor MSS4,GO:0005085|guanyl-nucleotide exchange factor activity; GO:0007264|small GTPase mediated signal transduction,PF04421|Mss4 protein,0,0
LOC105247955,transmembrane protein 68 isoform X1,"GO:0016746|transferase activity, transferring acyl groups",PF01553|Acyltransferase,0,1
LOC105247956,ATPase family AAA domain-containing protein 2-like,GO:0005524|ATP binding,PF00004|ATPase family associated with various cellular activities (AAA); PF17862|AAA+ lid domain,0,0
LOC105247957,E3 ubiquitin-protein ligase TRAIP isoform X2,NA,PF13639|Ring finger domain,0,0
LOC105247958,dystrobrevin beta isoform X1,GO:0008270|zinc ion binding,"PF09068|EF hand; PF09069|EF-hand; PF00569|Zinc finger, ZZ type",0,0
LOC105247960,NA,NA,NA,NA,NA
LOC105247961,collagen alpha-2(IX) chain isoform X1,NA,PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies),1,0
LOC105247962,uncharacterized protein LOC105247962,NA,PF12874|Zinc-finger of C2H2 type,0,0
LOC105247963,DNA repair endonuclease XPF,GO:0003677|DNA binding; GO:0004518|nuclease activity,"PF17065|Putative cytokine, C6ORF120; PF02732|ERCC4 domain",0,0
LOC105247964,"elongation factor Tu, mitochondrial",GO:0003924|GTPase activity; GO:0005525|GTP binding,PF00009|Elongation factor Tu GTP binding domain; PF03144|Elongation factor Tu domain 2; PF03143|Elongation factor Tu C-terminal domain,0,0
LOC105247965,zinc finger protein 277 isoform X1,NA,PF12756|C2H2 type zinc-finger (2 copies); PF12756|C2H2 type zinc-finger (2 copies),0,0
LOC105247966,histone-lysine N-methyltransferase SETMAR-like,NA,PF01359|Transposase (partial DDE domain),0,0
LOC105247967,glutamate-gated chloride channel isoform X1,GO:0004888|transmembrane signaling receptor activity; GO:0005230|extracellular ligand-gated ion channel activity; GO:0016021|integral component of membrane; GO:0034220|ion transmembrane transport,PF02931|Neurotransmitter-gated ion-channel ligand binding domain; PF02932|Neurotransmitter-gated ion-channel transmembrane region,0,4
LOC105247969,ATPase family AAA domain-containing protein 2-like isoform X1,GO:0005515|protein binding; GO:0005524|ATP binding,PF00439|Bromodomain; PF00004|ATPase family associated with various cellular activities (AAA),0,0
LOC105247970,uncharacterized protein LOC105247970,NA,PF05585|Putative peptidase (DUF1758),0,0
LOC105247972,"putative fatty acyl-CoA reductase CG5065, partial",GO:0080019|fatty-acyl-CoA reductase (alcohol-forming) activity,PF03015|Male sterility protein; PF07993|Male sterility protein,0,1
LOC105247973,GTP-binding nuclear protein Ran,GO:0003924|GTPase activity; GO:0005525|GTP binding; GO:0006913|nucleocytoplasmic transport,PF00071|Ras family,0,0
LOC105247974,protein TRC8 homolog,NA,"PF13705|TRC8 N-terminal domain; PF13923|Zinc finger, C3HC4 type (RING finger)",0,10
LOC105247975,protein phosphatase PP2A 55 kDa regulatory subunit isoform X2,GO:0000159|protein phosphatase type 2A complex; GO:0005515|protein binding; GO:0019888|protein phosphatase regulator activity,"PF00400|WD domain, G-beta repeat",0,0
LOC105247976,TATA box-binding protein-associated factor RNA polymerase I subunit B,GO:0001164|RNA polymerase I CORE element sequence-specific DNA binding; GO:0001188|RNA polymerase I preinitiation complex assembly; GO:0070860|RNA polymerase I core factor complex,NA,0,0
LOC105247977,transmembrane emp24 domain-containing protein eca,NA,PF01105|emp24/gp25L/p24 family/GOLD,1,2
LOC105247978,DDRGK domain-containing protein 1,NA,PF09756|DDRGK domain,0,1
LOC105247979,protein TANC2 isoform X1,NA,PF12796|Ankyrin repeats (3 copies); PF12796|Ankyrin repeats (3 copies); PF12796|Ankyrin repeats (3 copies); PF13637|Ankyrin repeats (many copies),0,0
LOC105247980,TPPP family protein CG45057,NA,PF05517|p25-alpha,0,0
LOC105247981,ADP-ribosylation factor-like protein 8B-A,GO:0005525|GTP binding,PF00025|ADP-ribosylation factor family,0,0
LOC105247982,MDS1 and EVI1 complex locus protein EVI1-A-like,GO:0003676|nucleic acid binding,"PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type",0,0
LOC105247983,antichymotrypsin-2-like isoform X1,GO:0005615|extracellular space,PF00079|Serpin (serine protease inhibitor),2,0
LOC105247984,lipase 3-like,GO:0006629|lipid metabolic process,"PF12146|Serine aminopeptidase, S33; PF04083|Partial alpha/beta-hydrolase lipase region; PF04083|Partial alpha/beta-hydrolase lipase region",1,0
LOC105247987,protein ALP1-like,NA,PF13359|DDE superfamily endonuclease,0,0
LOC105247989,uncharacterized protein LOC105247989 isoform X1,GO:0004649|poly(ADP-ribose) glycohydrolase activity; GO:0005975|carbohydrate metabolic process,PF05028|Poly (ADP-ribose) glycohydrolase (PARG); PF05028|Poly (ADP-ribose) glycohydrolase (PARG),0,0
LOC105247990,COP9 signalosome complex subunit 6,GO:0005515|protein binding,PF13012|Maintenance of mitochondrial structure and function; PF01398|JAB1/Mov34/MPN/PAD-1 ubiquitin protease,0,0
LOC105247991,syntaxin-1A isoform X2,GO:0000149|SNARE binding; GO:0016021|integral component of membrane; GO:0017157|regulation of exocytosis,PF05739|SNARE domain; PF00804|Syntaxin,0,1
LOC105247992,"phosphatidate cytidylyltransferase, mitochondrial",GO:0004605|phosphatidate cytidylyltransferase activity; GO:0032049|cardiolipin biosynthetic process,"PF09139|Phosphatidate cytidylyltransferase, mitochondrial",0,0
LOC105247993,NKAP family protein,NA,PF12572|Protein of unknown function (DUF3752),0,0
LOC105247994,NA,NA,NA,NA,NA
LOC105247995,filamin-A isoform X1,GO:0005515|protein binding,PF00307|Calponin homology (CH) domain; PF00307|Calponin homology (CH) domain; PF00307|Calponin homology (CH) domain; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat; PF00630|Filamin/ABP280 repeat,0,0
LOC105247996,hairy/enhancer-of-split related with YRPW motif protein,"GO:0003677|DNA binding; GO:0006355|regulation of transcription, DNA-templated; GO:0046983|protein dimerization activity",PF00010|Helix-loop-helix DNA-binding domain; PF07527|Hairy Orange,0,0
LOC105247997,uncharacterized protein LOC105247997,NA,NA,0,0
LOC105247998,uncharacterized protein LOC105247998,NA,NA,0,0
LOC105247999,LOW QUALITY PROTEIN: gastrulation defective protein 1 homolog,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0
LOC105248000,putative uncharacterized protein DDB_G0282133,"GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0006351|transcription, DNA-templated",PF03876|SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397,0,0
LOC105248001,protein cycle isoform X4,"GO:0006355|regulation of transcription, DNA-templated; GO:0046983|protein dimerization activity",PF00989|PAS fold; PF14598|PAS domain; PF00010|Helix-loop-helix DNA-binding domain,0,0
LOC105248002,nitric oxide synthase-interacting protein homolog,GO:0061630|ubiquitin protein ligase activity,PF15906|Zinc-finger of nitric oxide synthase-interacting protein,0,0
LOC105248003,protein SREK1IP1 isoform X1,NA,PF13917|Zinc knuckle,0,0
LOC105248004,heat shock protein 83,GO:0005524|ATP binding; GO:0006457|protein folding; GO:0051082|unfolded protein binding,"PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase; PF00183|Hsp90 protein",0,0
LOC105248005,staphylococcal nuclease domain-containing protein 1,NA,PF00567|Tudor domain; PF00565|Staphylococcal nuclease homologue; PF00565|Staphylococcal nuclease homologue; PF00565|Staphylococcal nuclease homologue; PF00565|Staphylococcal nuclease homologue,0,0
LOC105248006,glucose transporter type 1 isoform X11,GO:0016021|integral component of membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00083|Sugar (and other) transporter,0,12
LOC105248007,vesicle-associated membrane protein-associated protein A,GO:0005789|endoplasmic reticulum membrane; GO:0033149|FFAT motif binding; GO:0070972|protein localization to endoplasmic reticulum,PF00635|MSP (Major sperm protein) domain,0,1
LOC105248008,methylosome protein 50 isoform X1,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat",0,0
LOC105248009,mediator of RNA polymerase II transcription subunit 27,GO:0016592|mediator complex,PF11571|Mediator complex subunit 27,0,0
LOC105248010,uncharacterized protein LOC105248010,NA,PF11303|Protein of unknown function (DUF3105),1,0
LOC105248011,uncharacterized protein LOC105248011,NA,NA,0,0
LOC105248012,juvenile hormone epoxide hydrolase 1,NA,PF06441|Epoxide hydrolase N terminus,1,0
LOC105248013,uncharacterized protein LOC105248013 isoform X3,NA,NA,1,0
LOC105248014,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase","GO:0004571|mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; GO:0005509|calcium ion binding; GO:0016020|membrane",PF01532|Glycosyl hydrolase family 47,0,1
LOC105248015,peptidyl-prolyl cis-trans isomerase-like 1,GO:0000413|protein peptidyl-prolyl isomerization; GO:0003755|peptidyl-prolyl cis-trans isomerase activity,PF00160|Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,0,0
LOC105248016,prothoracicotropic hormone,NA,NA,1,0
LOC105248017,phosphatase and actin regulator 4B isoform X5,NA,PF02755|RPEL repeat; PF02755|RPEL repeat; PF02755|RPEL repeat; PF02755|RPEL repeat,0,0
LOC105248018,uncharacterized protein LOC105248018,NA,NA,1,0
LOC105248019,fibrous sheath CABYR-binding protein,NA,NA,3,0
LOC105248020,orcokinin peptides,NA,NA,1,0
LOC105248021,NA,NA,NA,NA,NA
LOC105248022,serine/threonine-protein kinase S6KL,GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain,0,0
LOC105248023,NEDD8-conjugating enzyme Ubc12,NA,PF00179|Ubiquitin-conjugating enzyme,0,0
LOC105248024,importin-7,GO:0006886|intracellular protein transport; GO:0008536|Ran GTPase binding,PF08506|Cse1; PF03810|Importin-beta N-terminal domain,0,0
LOC105248025,tyrosine-protein kinase Abl isoform X1,GO:0004715|non-membrane spanning protein tyrosine kinase activity; GO:0005515|protein binding; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00018|SH3 domain; PF08919|F-actin binding; PF07714|Protein tyrosine kinase; PF00017|SH2 domain,0,0
LOC105248026,NTF2-related export protein,NA,PF02136|Nuclear transport factor 2 (NTF2) domain,0,0
LOC105248027,LOW QUALITY PROTEIN: PHD finger protein rhinoceros,NA,PF13832|PHD-zinc-finger like domain; PF13831|PHD-finger; PF10513|Enhancer of polycomb-like,0,0
LOC105248028,neuropeptide-like protein 32,NA,NA,2,1
LOC105248029,cingulin,NA,PF11577|NF-kappa-B essential modulator NEMO,0,0
LOC105248030,ATP-dependent 6-phosphofructokinase isoform X6,GO:0003872|6-phosphofructokinase activity; GO:0006096|glycolytic process,PF00365|Phosphofructokinase; PF00365|Phosphofructokinase,0,0
LOC105248031,14-3-3 protein zeta isoform X2,GO:0019904|protein domain specific binding,PF00244|14-3-3 protein,0,0
LOC105248032,T-cell immunomodulatory protein,NA,NA,1,1
LOC105248033,mRNA turnover protein 4 homolog,GO:0042254|ribosome biogenesis,PF17777|Insertion domain in 60S ribosomal protein L10P; PF00466|Ribosomal protein L10,0,0
LOC105248034,uncharacterized protein LOC105248034,NA,PF16984|Group 7 allergen,1,1
LOC105248035,phosphatidate phosphatase LPIN2 isoform X2,NA,"PF16876|Lipin/Ned1/Smp2 multi-domain protein middle domain; PF08235|LNS2 (Lipin/Ned1/Smp2); PF04571|lipin, N-terminal conserved region",0,0
LOC105248036,breast cancer type 2 susceptibility protein homolog isoform X1,GO:0000724|double-strand break repair via homologous recombination,"PF09104|BRCA2, oligonucleotide/oligosaccharide-binding, domain 3; PF00634|BRCA2 repeat; PF00634|BRCA2 repeat; PF00634|BRCA2 repeat; PF00634|BRCA2 repeat; PF00634|BRCA2 repeat; PF00634|BRCA2 repeat; PF00634|BRCA2 repeat; PF09103|BRCA2, oligonucleotide/oligosaccharide-binding, domain 1; PF09169|BRCA2, helical",0,0
LOC105248038,thyrotroph embryonic factor isoform X6,GO:0003700|DNA-binding transcription factor activity; GO:0006357|regulation of transcription by RNA polymerase II,PF07716|Basic region leucine zipper,0,0
LOC105248039,uncharacterized protein LOC105248039,NA,PF16984|Group 7 allergen,1,0
LOC105248040,uncharacterized protein LOC105248040,GO:0003677|DNA binding,PF10545|Alcohol dehydrogenase transcription factor Myb/SANT-like; PF02944|BESS motif,1,2
LOC105248042,LOW QUALITY PROTEIN: cytochrome P450 4C1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,1
LOC105248045,sodium/hydrogen exchanger 9B2 isoform X2,GO:0006812|cation transport; GO:0015299|solute:proton antiporter activity; GO:0016021|integral component of membrane; GO:0055085|transmembrane transport,PF00999|Sodium/hydrogen exchanger family,0,12
