arb2_gene,gene_name,blast_annot,GOs,pfams,signalP,SSP,TMHMM,sc16a_homolog
Ophcf2|00065,GQ602_000065,Pyruvate kinase,"GO:0018130|heterocycle biosynthetic process; GO:0006733|oxidoreduction coenzyme metabolic process; GO:0006165|nucleoside diphosphate phosphorylation; GO:0009150|purine ribonucleotide metabolic process; GO:0019362|pyridine nucleotide metabolic process; GO:0009179|purine ribonucleoside diphosphate metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006754|ATP biosynthetic process; GO:0009145|purine nucleoside triphosphate biosynthetic process; GO:0019359|nicotinamide nucleotide biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0034404|nucleobase-containing small molecule biosynthetic process; GO:0006139|nucleobase-containing compound metabolic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0009185|ribonucleoside diphosphate metabolic process; GO:0006090|pyruvate metabolic process; GO:0043169|cation binding; GO:0009206|purine ribonucleoside triphosphate biosynthetic process; GO:0006753|nucleoside phosphate metabolic process; GO:0046939|nucleotide phosphorylation; GO:0046872|metal ion binding; GO:0072525|pyridine-containing compound biosynthetic process; GO:0009142|nucleoside triphosphate biosynthetic process; GO:1901576|organic substance biosynthetic process; GO:0009135|purine nucleoside diphosphate metabolic process; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0072522|purine-containing compound biosynthetic process; GO:0009056|catabolic process; GO:0032787|monocarboxylic acid metabolic process; GO:0034655|nucleobase-containing compound catabolic process; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0051188|cofactor biosynthetic process; GO:0000287|magnesium ion binding; GO:0006163|purine nucleotide metabolic process; GO:0031420|alkali metal ion binding; GO:0019439|aromatic compound catabolic process; GO:0009199|ribonucleoside triphosphate metabolic process; GO:0046434|organophosphate catabolic process; GO:0042866|pyruvate biosynthetic process; GO:0006796|phosphate-containing compound metabolic process; GO:0044281|small molecule metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0009144|purine nucleoside triphosphate metabolic process; GO:0009205|purine ribonucleoside triphosphate metabolic process; GO:0009058|biosynthetic process; GO:0046496|nicotinamide nucleotide metabolic process; GO:0006793|phosphorus metabolic process; GO:0009201|ribonucleoside triphosphate biosynthetic process; GO:0090407|organophosphate biosynthetic process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:1901137|carbohydrate derivative biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0016773|phosphotransferase activity, alcohol group as acceptor; GO:0009141|nucleoside triphosphate metabolic process; GO:0046390|ribose phosphate biosynthetic process; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0046034|ATP metabolic process; GO:1901292|nucleoside phosphate catabolic process; GO:0019693|ribose phosphate metabolic process; GO:0009987|cellular process; GO:0005488|binding; GO:0030955|potassium ion binding; GO:0044237|cellular metabolic process; GO:0055086|nucleobase-containing small molecule metabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:0003824|catalytic activity; GO:1901135|carbohydrate derivative metabolic process; GO:0009132|nucleoside diphosphate metabolic process; GO:0006091|generation of precursor metabolites and energy; GO:0006096|glycolytic process; GO:0009166|nucleotide catabolic process; GO:1901575|organic substance catabolic process; GO:0006757|ATP generation from ADP; GO:0016052|carbohydrate catabolic process; GO:0006732|coenzyme metabolic process; GO:0072524|pyridine-containing compound metabolic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0044270|cellular nitrogen compound catabolic process; GO:0005975|carbohydrate metabolic process; GO:0006164|purine nucleotide biosynthetic process; GO:0016310|phosphorylation; GO:0019363|pyridine nucleotide biosynthetic process; GO:0009108|coenzyme biosynthetic process; GO:0008152|metabolic process; GO:0072521|purine-containing compound metabolic process; GO:0019752|carboxylic acid metabolic process; GO:0072330|monocarboxylic acid biosynthetic process; GO:0046031|ADP metabolic process; GO:0071704|organic substance metabolic process; GO:0004743|pyruvate kinase activity; GO:1901361|organic cyclic compound catabolic process; GO:0009260|ribonucleotide biosynthetic process; GO:0009117|nucleotide metabolic process; GO:0006082|organic acid metabolic process; GO:0044283|small molecule biosynthetic process; GO:0043167|ion binding; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0009152|purine ribonucleotide biosynthetic process; GO:0046394|carboxylic acid biosynthetic process; GO:0009165|nucleotide biosynthetic process; GO:0016053|organic acid biosynthetic process; GO:0009259|ribonucleotide metabolic process; GO:1901293|nucleoside phosphate biosynthetic process; GO:0044238|primary metabolic process; GO:0051186|cofactor metabolic process; GO:0016740|transferase activity; GO:0019637|organophosphate metabolic process; GO:0008150|biological_process; GO:0046700|heterocycle catabolic process; GO:0044248|cellular catabolic process; GO:0017144|drug metabolic process;",PF00224|PK; PF02887|PK_C;,NA,NA,NA,Ophio5|3193
Ophcf2|00066,GQ602_000066,related to multidrug resistance-associated protein,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0032553|ribonucleotide binding; GO:0016887|ATPase activity; GO:0008144|drug binding; GO:0005488|binding; GO:0016787|hydrolase activity; GO:0016462|pyrophosphatase activity; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0017111|nucleoside-triphosphatase activity; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:1901265|nucleoside phosphate binding; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0016817|hydrolase activity, acting on acid anhydrides; GO:0030554|adenyl nucleotide binding;",PF00005|ABC_tran;,NA,NA,NA,Ophio5|3193
Ophcf2|00067,GQ602_000067,"ABC transporter, transmembrane domain, type 1",NA,NA,NA,NA,NA,Ophio5|3193
Ophcf2|00068,GQ602_000068,ABC transporter atnG,NA,NA,NA,NA,3;,Ophio5|3193
Ophcf2|00069,GQ602_000069,predicted protein,NA,PF08520|DUF1748;,NA,NA,NA,Ophio5|3192
Ophcf2|00070,GQ602_000070,autophagy Atg28p,NA,NA,NA,NA,NA,Ophio5|3191
Ophcf2|00071,GQ602_000071,WD domain containing protein,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF00400|WD40;,NA,NA,NA,Ophio5|3190
Ophcf2|00072,GQ602_000072,transcription initiation protein spt5,NA,PF11942|Spt5_N; PF03439|Spt5-NGN; PF12815|CTD;,NA,NA,NA,Ophio5|3189
Ophcf2|00073,GQ602_000073,Transcription elongation factor SPT5,NA,NA,NA,NA,1;,Ophio5|3188
Ophcf2|00074,GQ602_000074,4-coumarate-CoA ligase 2,GO:0003824|catalytic activity; GO:0003674|molecular_function;,PF00501|AMP-binding; PF13193|AMP-binding_C;,NA,NA,NA,Ophio5|3187
Ophcf2|00075,GQ602_000075,"Myosin head, motor domain protein","GO:0035639|purine ribonucleoside triphosphate binding; GO:0005575|cellular_component; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0032553|ribonucleotide binding; GO:0016459|myosin complex; GO:0044424|intracellular part; GO:0008144|drug binding; GO:0032991|protein-containing complex; GO:0016787|hydrolase activity; GO:0005488|binding; GO:0016462|pyrophosphatase activity; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0044464|cell part; GO:0005515|protein binding; GO:0003824|catalytic activity; GO:0044446|intracellular organelle part; GO:0017111|nucleoside-triphosphatase activity; GO:0017076|purine nucleotide binding; GO:0044422|organelle part; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:1901265|nucleoside phosphate binding; GO:0044430|cytoskeletal part; GO:0003774|motor activity; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0016817|hydrolase activity, acting on acid anhydrides; GO:0030554|adenyl nucleotide binding;",PF01843|DIL; PF00612|IQ; PF00063|Myosin_head;,NA,NA,NA,Ophio5|8324
Ophcf2|00076,GQ602_000076,Wings apart-like protein,NA,PF07814|WAPL;,NA,NA,NA,Ophio5|681
Ophcf2|00077,GQ602_000077,Inosine triphosphate pyrophosphatase,"GO:0018130|heterocycle biosynthetic process; GO:0003674|molecular_function; GO:0009056|catabolic process; GO:1901292|nucleoside phosphate catabolic process; GO:0034655|nucleobase-containing compound catabolic process; GO:0009143|nucleoside triphosphate catabolic process; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1901361|organic cyclic compound catabolic process; GO:0016787|hydrolase activity; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044248|cellular catabolic process; GO:0055086|nucleobase-containing small molecule metabolic process; GO:0016462|pyrophosphatase activity; GO:0044283|small molecule biosynthetic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0006725|cellular aromatic compound metabolic process; GO:0019439|aromatic compound catabolic process; GO:0046483|heterocycle metabolic process; GO:0034404|nucleobase-containing small molecule biosynthetic process; GO:0046434|organophosphate catabolic process; GO:0003824|catalytic activity; GO:0047429|nucleoside-triphosphate diphosphatase activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0006796|phosphate-containing compound metabolic process; GO:0044281|small molecule metabolic process; GO:1901575|organic substance catabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0006753|nucleoside phosphate metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0006793|phosphorus metabolic process; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0019637|organophosphate metabolic process; GO:0008150|biological_process; GO:0044270|cellular nitrogen compound catabolic process; GO:0044249|cellular biosynthetic process; GO:0046700|heterocycle catabolic process; GO:1901360|organic cyclic compound metabolic process; GO:1901576|organic substance biosynthetic process; GO:0009141|nucleoside triphosphate metabolic process; GO:0008152|metabolic process; GO:0016817|hydrolase activity, acting on acid anhydrides;",PF01725|Ham1p_like;,NA,NA,NA,Ophio5|8344
Ophcf2|00078,GQ602_000078,seryl-tRNA synthetase,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0016874|ligase activity; GO:0097159|organic cyclic compound binding; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0008144|drug binding; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0004812|aminoacyl-tRNA ligase activity; GO:0043039|tRNA aminoacylation; GO:0006082|organic acid metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0034660|ncRNA metabolic process; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0043168|anion binding; GO:0140098|catalytic activity, acting on RNA; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0006399|tRNA metabolic process; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0006418|tRNA aminoacylation for protein translation; GO:0044281|small molecule metabolic process; GO:0032559|adenyl ribonucleotide binding; GO:0034641|cellular nitrogen compound metabolic process; GO:0140101|catalytic activity, acting on a tRNA; GO:0044238|primary metabolic process; GO:0006520|cellular amino acid metabolic process; GO:1901265|nucleoside phosphate binding; GO:0016875|ligase activity, forming carbon-oxygen bonds; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0043038|amino acid activation; GO:1901564|organonitrogen compound metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF02403|Seryl_tRNA_N; PF00587|tRNA-synt_2b;,NA,NA,NA,Ophio5|944
Ophcf2|00079,GQ602_000079,Methylenetetrahydrofolate dehydrogenase,"GO:0003824|catalytic activity; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0004488|methylenetetrahydrofolate dehydrogenase (NADP+) activity; GO:0016646|oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor; GO:0008152|metabolic process; GO:0016645|oxidoreductase activity, acting on the CH-NH group of donors;",PF00763|THF_DHG_CYH; PF02882|THF_DHG_CYH_C;,NA,NA,NA,Ophio5|4686
Ophcf2|00080,GQ602_000080,D-3-phosphoglycerate dehydrogenase 2,"GO:0003824|catalytic activity; GO:0005488|binding; GO:1901265|nucleoside phosphate binding; GO:0097159|organic cyclic compound binding; GO:0048037|cofactor binding; GO:0055114|oxidation-reduction process; GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0003674|molecular_function; GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0008150|biological_process; GO:0016491|oxidoreductase activity; GO:0036094|small molecule binding; GO:0050662|coenzyme binding; GO:0000166|nucleotide binding; GO:0051287|NAD binding; GO:1901363|heterocyclic compound binding; GO:0008152|metabolic process;",PF02826|2-Hacid_dh_C; PF00389|2-Hacid_dh;,NA,NA,NA,Ophio5|8463
Ophcf2|00081,GQ602_000081,ATP-dependent RNA helicase,GO:0035639|purine ribonucleoside triphosphate binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0032553|ribonucleotide binding; GO:0008144|drug binding; GO:0005488|binding; GO:0016787|hydrolase activity; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0003677|DNA binding; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:1901265|nucleoside phosphate binding; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0030554|adenyl nucleotide binding;,PF00271|Helicase_C; PF00270|DEAD; PF04851|ResIII;,NA,NA,NA,Ophio5|7807
Ophcf2|00082,GQ602_000082,Ubiquitin carboxyl-terminal hydrolase,"GO:0006464|cellular protein modification process; GO:0003674|molecular_function; GO:0019783|ubiquitin-like protein-specific protease activity; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0044267|cellular protein metabolic process; GO:0043412|macromolecule modification; GO:0016579|protein deubiquitination; GO:0140096|catalytic activity, acting on a protein; GO:0016787|hydrolase activity; GO:0043170|macromolecule metabolic process; GO:0005488|binding; GO:0008270|zinc ion binding; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0043167|ion binding; GO:0070011|peptidase activity, acting on L-amino acid peptides; GO:0070646|protein modification by small protein removal; GO:0008234|cysteine-type peptidase activity; GO:0003824|catalytic activity; GO:0006508|proteolysis; GO:0019538|protein metabolic process; GO:0008233|peptidase activity; GO:0043169|cation binding; GO:0044238|primary metabolic process; GO:0036459|thiol-dependent ubiquitinyl hydrolase activity; GO:0036211|protein modification process; GO:0070647|protein modification by small protein conjugation or removal; GO:0046872|metal ion binding; GO:0008150|biological_process; GO:0101005|ubiquitinyl hydrolase activity; GO:0046914|transition metal ion binding; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process;",PF00443|UCH; PF13423|UCH_1; PF02148|zf-UBP;,NA,NA,NA,Ophio5|266
Ophcf2|00083,GQ602_000083,Protein-lysine N-methyltransferase EFM5,NA,PF10237|N6-adenineMlase;,NA,NA,NA,Ophio5|267
Ophcf2|00084,GQ602_000084,NADH-ubiquinone oxidoreductase 40 kDa subunit-like protein,"GO:0006694|steroid biosynthetic process; GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0006629|lipid metabolic process; GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity; GO:0005488|binding; GO:0016229|steroid dehydrogenase activity; GO:0048037|cofactor binding; GO:0055114|oxidation-reduction process; GO:0050662|coenzyme binding; GO:0003824|catalytic activity; GO:0008610|lipid biosynthetic process; GO:0016491|oxidoreductase activity; GO:0044238|primary metabolic process; GO:0033764|steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0008202|steroid metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0008150|biological_process; GO:1901360|organic cyclic compound metabolic process; GO:1901576|organic substance biosynthetic process; GO:0008152|metabolic process; GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;",PF16363|GDP_Man_Dehyd; PF01370|Epimerase; PF13460|NAD_binding_10; PF05368|NmrA; PF01073|3Beta_HSD;,NA,NA,NA,Ophio5|1191
Ophcf2|00085,GQ602_000085,Histone H2A,GO:0005575|cellular_component; GO:0044446|intracellular organelle part; GO:0005488|binding; GO:0000786|nucleosome; GO:0003677|DNA binding; GO:0097159|organic cyclic compound binding; GO:0044424|intracellular part; GO:0003674|molecular_function; GO:0032993|protein-DNA complex; GO:0044815|DNA packaging complex; GO:0044422|organelle part; GO:0044427|chromosomal part; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0044464|cell part; GO:0032991|protein-containing complex;,PF16211|Histone_H2A_C; PF00808|CBFD_NFYB_HMF; PF00125|Histone;,NA,NA,NA,Ophio5|676
Ophcf2|00086,GQ602_000086,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9,NA,PF05347|Complex1_LYR;,NA,NA,NA,Ophio5|675
Ophcf2|00087,GQ602_000087,isoleucyl-tRNA synthetase,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0016874|ligase activity; GO:0097159|organic cyclic compound binding; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0008144|drug binding; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0004812|aminoacyl-tRNA ligase activity; GO:0043039|tRNA aminoacylation; GO:0006082|organic acid metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0034660|ncRNA metabolic process; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0043168|anion binding; GO:0140098|catalytic activity, acting on RNA; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0006399|tRNA metabolic process; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0006418|tRNA aminoacylation for protein translation; GO:0044281|small molecule metabolic process; GO:0032559|adenyl ribonucleotide binding; GO:0034641|cellular nitrogen compound metabolic process; GO:0140101|catalytic activity, acting on a tRNA; GO:0044238|primary metabolic process; GO:0006520|cellular amino acid metabolic process; GO:1901265|nucleoside phosphate binding; GO:0016875|ligase activity, forming carbon-oxygen bonds; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0043038|amino acid activation; GO:1901564|organonitrogen compound metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF09334|tRNA-synt_1g; PF00133|tRNA-synt_1; PF08264|Anticodon_1;,NA,NA,NA,Ophio5|4550
